Marque,Modéle,Année-Modele,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Premiére main,état,Airbags,Climatisation,ABS,ESP,CD/MP3/Bluetooth,Prix
opel,astra,2015,135000,diesel,8,automatique,5.0,importée neuve,non,excellent,True,True,True,True,True,118000
dacia,duster,2021,22500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,190000
volkswagen,golf plus,2006,185000,diesel,8,manuelle,5.0,non spécifié,non,trés bon,True,True,True,False,True,82000
dacia,dokker,2017,12500,diesel,6,manuelle,5.0,ww au maroc,non,correct,True,True,True,True,True,110000
mercedes-benz,220,2007,185000,diesel,9,automatique,5.0,dédouanée,non,excellent,True,True,True,True,True,128000
renault,clio,2018,92500,diesel,6,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,127800
nissan,qashqai,2009,135000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,True,True,95000
peugeot,307,2005,425000,diesel,6,manuelle,5.0,non spécifié,non,bon,False,False,False,False,False,60000
toyota,rav 4,2013,325000,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,105000
dacia,logan,2014,125000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,True,70000
fiat,tipo,2021,52500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,True,True,125000
volkswagen,golf 4,2002,145000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,False,False,False,False,False,85000
renault,megane 4,2019,42500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,158000
renault,modus,2004,125000,diesel,6,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,True,68000
hyundai,santa fe,2008,165000,diesel,9,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,78000
dacia,duster,2018,82500,diesel,6,--,5.0,non spécifié,non,excellent,False,False,False,False,False,128000
peugeot,bipper,2012,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,True,False,True,72000
ford,fiesta,2016,92500,essence,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,80000
peugeot,508,2018,92500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,155000
peugeot,208,2016,22500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,115000
land rover,range rover sport,2011,145000,diesel,12,manuelle,5.0,importée neuve,non,excellent,False,False,False,False,False,195000
ford,c-max,2018,87500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,148000
audi,q5,2011,325000,diesel,8,automatique,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,172000
dacia,dokker,2018,12500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,104000
peugeot,206+,2009,47500,essence,6,manuelle,5.0,ww au maroc,oui,bon,False,False,False,False,False,63000
renault,clio,2018,105000,diesel,6,automatique,5.0,ww au maroc,oui,trés bon,True,True,True,True,False,125000
renault,clio,2018,27500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,120000
toyota,corolla verso,2012,225000,diesel,8,manuelle,5.0,ww au maroc,oui,bon,True,True,True,True,True,92000
audi,a3,2013,195000,diesel,8,automatique,5.0,dédouanée,oui,excellent,True,True,True,True,True,210000
ford,focus,2016,125000,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,True,130000
opel,astra,2008,425000,diesel,7,manuelle,5.0,importée neuve,non,trés bon,True,True,True,True,True,68000
audi,q5,2013,125000,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,185000
citroen,berlingo,2018,72500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,105000
dacia,logan,2017,12500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,90000
fiat,500,2018,32500,essence,7,automatique,3.0,ww au maroc,oui,excellent,False,False,False,False,False,155000
fiat,punto,2013,135000,essence,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,63000
hyundai,h-1,2017,185000,diesel,10,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,127000
renault,megane estate,2010,185000,diesel,7,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,98000
toyota,rav 4,2008,375000,diesel,9,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,90000
volkswagen,touareg,2016,135000,diesel,12,automatique,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,230000
renault,kangoo,2017,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,132000
dacia,logan,2017,105000,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,True,False,True,False,True,98000
opel,astra,2010,62500,diesel,7,--,5.0,ww au maroc,non,excellent,False,False,False,False,False,70000
dacia,duster,2016,105000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,False,129000
fiat,doblo,2013,135000,essence,5,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,77000
mercedes-benz,220,1998,325000,diesel,9,manuelle,5.0,dédouanée,non,bon,True,True,True,True,False,75000
dacia,sandero,2017,105000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,100000
hyundai,h-1,2005,275000,diesel,9,manuelle,5.0,dédouanée,non,trés bon,True,True,False,False,False,75000
mercedes-benz,classe cla,2013,185000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,215000
renault,kangoo,2007,195000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,68000
fiat,500c,2016,2500,essence,6,manuelle,5.0,non spécifié,oui,excellent,True,True,True,True,True,150000
hyundai,elantra,2019,135000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,142000
volkswagen,passat,2006,225000,diesel,8,manuelle,5.0,ww au maroc,non,bon,False,True,True,True,False,70000
renault,clio,2017,87500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,107000
renault,megane 3,2009,225000,diesel,6,manuelle,5.0,dédouanée,oui,trés bon,True,True,True,False,True,100000
volkswagen,golf 7,2014,155000,diesel,8,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,150000
ford,kuga,2019,22500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,225000
renault,kangoo,2015,165000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,100000
renault,clio,2018,12500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,False,True,False,False,True,115000
opel,corsa,2021,12500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,True,True,True,True,150000
jeep,cherokee,2015,225000,diesel,12,automatique,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,200000
nissan,pathfinder,2006,325000,diesel,10,manuelle,5.0,ww au maroc,non,trés bon,False,True,False,False,False,97000
peugeot,partner,2015,32500,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,False,110000
volkswagen,passat,2010,225000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,115000
mercedes-benz,220,1999,225000,diesel,9,manuelle,5.0,dédouanée,non,excellent,True,True,True,False,True,78000
hyundai,i 30,2012,155000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,91000
toyota,rav 4,2006,165000,diesel,9,manuelle,5.0,dédouanée,oui,excellent,True,True,True,True,True,107000
ford,kuga,2020,32500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,False,197000
volkswagen,golf 7,2017,115000,diesel,8,automatique,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,178000
toyota,c-hr,2020,42500,hybride,10,automatique,5.0,ww au maroc,oui,excellent,True,True,False,False,False,198000
toyota,rav 4,2008,225000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,88000
dacia,logan,2016,155000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,108000
opel,astra,2015,72500,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,148000
audi,a1,2012,105000,diesel,6,manuelle,3.0,ww au maroc,non,trés bon,True,True,True,True,True,125000
opel,mokka,2017,82500,diesel,6,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,169000
dacia,duster,2011,375000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,False,False,True,93000
bmw,serie 1,2013,125000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,170000
renault,clio,2018,87500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,True,True,True,True,False,115000
peugeot,tepee,2019,57500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,150000
kia,sportage,2016,67500,diesel,7,automatique,5.0,ww au maroc,oui,excellent,False,False,False,False,False,175000
renault,clio,2010,72500,essence,11,manuelle,3.0,importée neuve,oui,non spécifié,True,True,True,True,True,68000
bmw,x1,2011,105000,essence,11,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,109000
fiat,500,2021,22500,essence,6,automatique,3.0,ww au maroc,oui,excellent,True,True,True,True,True,128000
hyundai,accent,2021,47500,diesel,6,automatique,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,157000
mercedes-benz,classe c,2007,195000,diesel,8,automatique,5.0,dédouanée,non,trés bon,True,True,True,True,True,145000
mercedes-benz,classe e,2012,225000,diesel,9,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,185000
land rover,range rover sport,2009,165000,diesel,11,automatique,5.0,dédouanée,oui,trés bon,False,False,False,False,False,139000
nissan,qashqai,2017,125000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,170000
toyota,prado,2016,52500,diesel,12,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,210000
renault,fluence,2014,125000,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,True,98000
mercedes-benz,classe ml,2013,185000,diesel,12,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,198000
fiat,doblo,2018,125000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,89000
citroen,c4,2013,185000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,100000
ford,focus,2007,27500,diesel,7,manuelle,5.0,non spécifié,non,trés bon,True,True,False,False,True,78000
hyundai,i 20,2019,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,127000
citroen,c-elysee,2021,42500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,True,125000
peugeot,208,2019,125000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,105000
hyundai,accent,2018,92500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,120000
volkswagen,passat,2008,185000,essence,11,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,False,62000
fiat,doblo,2015,155000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,False,False,False,77000
mercedes-benz,classe cla,2014,97500,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,235000
renault,clio,2018,97500,diesel,5,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,116000
kia,ceed,2021,27500,diesel,6,manuelle,5.0,non spécifié,non,excellent,True,True,True,False,True,162000
opel,corsa,2018,27500,diesel,5,manuelle,5.0,ww au maroc,oui,bon,True,True,True,True,False,118000
mercedes-benz,classe c,2008,325000,diesel,9,automatique,5.0,dédouanée,non,trés bon,False,False,False,False,False,149000
renault,clio,2014,155000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,False,True,100000
peugeot,206+,2012,22500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,68000
volkswagen,passat,2012,185000,diesel,6,manuelle,5.0,dédouanée,non spécifié,trés bon,True,True,True,False,True,163000
volkswagen,golf 5,2006,275000,diesel,8,manuelle,5.0,dédouanée,non,bon,True,True,True,False,True,80000
dacia,duster,2018,82500,diesel,6,automatique,5.0,ww au maroc,non,excellent,False,False,False,False,False,129000
volkswagen,touran,2013,225000,diesel,8,automatique,5.0,dédouanée,oui,excellent,True,True,True,True,True,175000
volkswagen,golf 7,2016,165000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,157000
renault,clio,2018,72500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,113000
kia,sportage,2008,275000,diesel,8,automatique,5.0,ww au maroc,non,trés bon,True,True,True,True,True,78000
peugeot,bipper,2013,165000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,60000
renault,clio,2017,135000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,False,102000
volkswagen,tiguan,2017,87500,diesel,8,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,False,True,235000
fiat,doblo,2014,275000,diesel,5,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,72000
nissan,qashqai,2017,115000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,True,175000
hyundai,elantra,2015,105000,diesel,6,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,140000
volkswagen,touareg,2011,175000,diesel,11,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,125000
fiat,punto,2015,275000,diesel,5,manuelle,5.0,non spécifié,oui,non spécifié,False,False,False,False,False,70000
hyundai,tucson,2010,275000,diesel,8,manuelle,5.0,non spécifié,non,excellent,True,True,True,True,True,94000
citroen,berlingo,2011,195000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,73000
mercedes-benz,classe c,2007,27500,diesel,9,manuelle,5.0,dédouanée,oui,excellent,True,True,True,True,True,170000
opel,grandland x,2019,72500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,230000
renault,kangoo,2011,155000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,False,False,False,False,77000
peugeot,207,2009,175000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,False,78000
volkswagen,touran,2012,165000,diesel,6,manuelle,5.0,dédouanée,oui,excellent,True,True,True,True,True,140000
opel,astra,2005,325000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,65000
dacia,dokker,2016,97500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,True,False,False,False,87000
ford,focus,2015,125000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,143000
dacia,logan,2013,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,66000
renault,clio,2016,135000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,105000
ford,fiesta,2014,2500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,92000
nissan,qashqai,2016,82500,diesel,6,--,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,180000
volkswagen,golf 5,2006,225000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,False,97000
kia,sportage,2016,125000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,158000
volkswagen,caddy,2012,225000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,170000
renault,kangoo,2006,275000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,True,70000
hyundai,tucson,2008,2500,diesel,8,automatique,5.0,non spécifié,non spécifié,non spécifié,True,True,True,True,False,67000
volkswagen,golf 6,2009,225000,diesel,8,manuelle,5.0,dédouanée,non,excellent,True,True,True,True,True,123000
volkswagen,passat,2009,12500,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,85000
peugeot,207,2010,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,False,69000
renault,megane 4,2021,57500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,True,True,True,True,False,200000
nissan,navara,2005,325000,diesel,13,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,69000
fiat,tipo,2018,92500,diesel,5,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,108000
kia,ceed,2009,195000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,69000
dacia,dokker,2020,82500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,115000
renault,kangoo,2009,12500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,75000
fiat,punto,2012,165000,essence,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,70000
renault,kadjar,2017,115000,diesel,6,--,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,168000
volkswagen,touran,2008,27500,diesel,8,manuelle,5.0,dédouanée,non,excellent,True,True,True,False,True,120000
peugeot,308,2014,105000,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,149000
seat,ibiza,2017,92500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,117000
dacia,logan,2010,195000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,68000
renault,kangoo,2007,175000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,True,75000
toyota,corolla,2014,175000,diesel,5,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,133000
volkswagen,touran,2019,47500,diesel,8,manuelle,5.0,ww au maroc,non,excellent,False,True,True,True,True,220000
opel,astra,2017,125000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,False,150000
audi,a3,2009,77500,essence,9,manuelle,3.0,non spécifié,non spécifié,non spécifié,True,True,False,False,True,83000
mercedes-benz,220,2002,2500,diesel,8,manuelle,5.0,dédouanée,non spécifié,trés bon,True,True,True,True,True,80000
mercedes-benz,classe c,2014,135000,diesel,7,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,218900
ford,connect,2010,2500,diesel,7,manuelle,5.0,importée neuve,non,excellent,True,True,True,False,True,94000
dacia,duster,2018,92500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,True,True,True,True,145000
ford,focus,2013,155000,diesel,6,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,False,129000
